;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);C2H6;C3H8;C4H10;CO2;H2O in Hydrate;Nonpolar Liquid;N2;H2O in Aqueous Liquid;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;Ice;CH4;H2S
89;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;275.82;917.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
90;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;274.48;634.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
91;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;274.65;689.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
92;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;275.21;786.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
93;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;276.43;945.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
94;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;277.09;1020.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
95;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;277.71;1117.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
96;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;273.04;538.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
97;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;273.76;641.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
98;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;273.82;641.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
99;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;274.26;662.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
100;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;274.71;710.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
101;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;276.82;938.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
102;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.93;1207.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
103;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.54;1303.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
104;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;275.65;745.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
105;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;277.21;903.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
106;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.6;1365.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
107;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.65;1393.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
108;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.65;1186.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
109;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;1303.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
110;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;282.09;1669.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
111;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;283.21;2027.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
112;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.82;951.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
113;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;1138.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
114;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;281.98;1448.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
115;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;281.07;1282.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
116;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;285.98;2510.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
117;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;286.48;2599.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
118;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;288.15;3365.0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
119;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.04;1441.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
120;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.21;1551.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
121;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.32;2565.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
122;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.54;2792.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
123;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.93;2303.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
124;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;5178.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
125;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.59;6550.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
126;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.32;2903.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
127;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.37;5585.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
128;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.48;7281.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
129;Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.04;910.0;1;1;0;0;1;1;0;1;1;0;0;0;0;0
130;Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.93;1475.0;1;1;0;0;1;1;0;1;1;0;0;0;0;0
131;Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.26;2234.0;1;1;0;0;1;1;0;1;1;0;0;0;0;0
132;Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.96;0.97;1;1;0;0;1;1;0;1;1;0;0;0;0;0
133;Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.97;0.93;1;1;0;0;1;1;0;1;1;0;0;0;0;0
134;Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.01;0.86;1;1;0;0;1;1;0;1;1;0;0;0;0;0
135;Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.13;0.72;1;1;0;0;1;1;0;1;1;0;0;0;0;0
136;Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.15;0.8;1;1;0;0;1;1;0;1;1;0;0;0;0;0
137;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.88;1.39;1;1;0;0;1;1;0;1;0;0;0;0;0;0
138;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.89;1.74;1;1;0;0;1;1;0;1;0;0;0;0;0;0
139;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.89;2.14;1;1;0;0;1;1;0;1;0;0;0;0;0;0
140;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.91;2.54;1;1;0;0;1;1;0;1;0;0;0;0;0;0
141;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.91;1.19;1;1;0;0;1;1;0;1;0;0;0;0;0;0
142;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;2.34;1;1;0;0;1;1;0;1;0;0;0;0;0;0
143;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;1.59;1;1;0;0;1;1;0;1;0;0;0;0;0;0
144;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;1.14;1;1;0;0;1;1;0;1;0;0;0;0;0;0
145;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.96;1.94;1;1;0;0;1;1;0;1;0;0;0;0;0;0
146;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.03;0.54;1;1;0;0;1;0;0;1;1;0;0;0;0;0
147;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.43;0.58;1;1;0;0;1;0;0;1;1;0;0;0;0;0
148;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.78;0.63;1;1;0;0;1;0;0;1;1;0;0;0;0;0
149;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.99;0.66;1;1;0;0;1;0;0;1;1;0;0;0;0;0
150;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.17;0.67;1;1;0;0;1;0;0;1;1;0;0;0;0;0
151;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.21;1.09;1;1;0;0;0;1;0;1;1;0;0;0;0;0
152;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.62;1.1;1;1;0;0;0;1;0;1;1;0;0;0;0;0
153;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.9;1.1;1;1;0;0;0;1;0;1;1;0;0;0;0;0
154;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.17;1.11;1;1;0;0;0;1;0;1;1;0;0;0;0;0
155;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.46;1.12;1;1;0;0;0;1;0;1;1;0;0;0;0;0
156;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.74;1.13;1;1;0;0;0;1;0;1;1;0;0;0;0;0
157;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;279.25;1.14;1;1;0;0;0;1;0;1;1;0;0;0;0;0
158;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;279.71;1.16;1;1;0;0;0;1;0;1;1;0;0;0;0;0
159;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;280.21;1.17;1;1;0;0;0;1;0;1;1;0;0;0;0;0
160;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;280.71;1.19;1;1;0;0;0;1;0;1;1;0;0;0;0;0
161;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.23;1.2;1;1;0;0;0;1;0;1;1;0;0;0;0;0
162;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.68;1.22;1;1;0;0;0;1;0;1;1;0;0;0;0;0
163;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.24;1.22;1;1;0;0;0;1;0;1;1;0;0;0;0;0
164;Dataset 539;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.59;1.13;1;1;0;0;0;1;0;1;1;1;0;0;0;0
165;Dataset 539;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.78;1.09;1;1;0;0;0;1;0;1;1;1;0;0;0;0
166;Dataset 539;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.8;1.17;1;1;0;0;0;1;0;1;1;1;0;0;0;0
167;Dataset 539;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.86;1.0;1;1;0;0;0;1;0;1;1;1;0;0;0;0
168;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.91;1.15;1;1;0;0;0;1;0;1;1;1;0;0;0;0
169;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.93;1.15;1;1;0;0;0;1;0;1;1;1;0;0;0;0
170;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.98;1.01;1;1;0;0;0;1;0;1;1;1;0;0;0;0
171;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.05;1.05;1;1;0;0;0;1;0;1;1;1;0;0;0;0
172;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.06;0.95;1;1;0;0;0;1;0;1;1;1;0;0;0;0
173;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.06;1.01;1;1;0;0;0;1;0;1;1;1;0;0;0;0
174;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.14;0.96;1;1;0;0;0;1;0;1;1;1;0;0;0;0
175;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.19;0.96;1;1;0;0;0;1;0;1;1;1;0;0;0;0
176;Dataset 540;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.21;0.91;1;1;0;0;0;1;0;1;1;1;0;0;0;0
177;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.06;0.81;1;1;0;0;0;0;0;1;1;1;0;0;0;0
178;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.9;0.81;1;1;0;0;0;0;0;1;1;1;0;0;0;0
179;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.96;0.86;1;1;0;0;0;0;0;1;1;1;0;0;0;0
180;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.03;0.86;1;1;0;0;0;0;0;1;1;1;0;0;0;0
181;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.12;0.96;1;1;0;0;0;0;0;1;1;1;0;0;0;0
182;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.18;0.91;1;1;0;0;0;0;0;1;1;1;0;0;0;0
183;Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;276.66;1.12;1;1;0;0;0;0;0;1;1;1;1;0;0;0
184;Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;276.99;1.11;1;1;0;0;0;0;0;1;1;1;1;0;0;0
185;Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.34;1.17;1;1;0;0;0;0;0;1;1;1;1;0;0;0
186;Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.7;3.4;1;1;0;0;0;1;0;1;0;1;1;0;0;0
187;Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.43;5.4;1;1;0;0;0;1;0;1;0;1;1;0;0;0
188;Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.61;5.4;1;1;0;0;0;1;0;1;0;1;1;0;0;0
